📡温馨提示👉公告,#genre#
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
健康有约,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精彩搏击,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8


湖南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
浙江卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
东方卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
广东卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
深圳卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
北京卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
四川卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
江西卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
海南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
湖北卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
贵州卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
重庆卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
吉林卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
黑龙江视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8


📡广州频道👉全网,#genre#
广东卫视,http://113.98.122.166:9901/tsfile/live/1018_1.m3u8?key=txiptv
大湾区视,http://113.98.122.166:9901/tsfile/live/1019_1.m3u8?key=txiptv
广东珠江,http://113.98.122.166:9901/tsfile/live/1054_1.m3u8?key=txiptv
广东新闻,http://113.98.122.166:9901/tsfile/live/1055_1.m3u8?key=txiptv
广东民生,http://113.98.122.166:9901/tsfile/live/1056_1.m3u8?key=txiptv
广东体育,http://113.98.122.166:9901/tsfile/live/1057_1.m3u8?key=txiptv
经济科教,http://113.98.122.166:9901/tsfile/live/1058_1.m3u8?key=txiptv
广东影院,http://113.98.122.166:9901/tsfile/live/1059_1.m3u8?key=txiptv
广东少儿,http://113.98.122.166:9901/tsfile/live/1060_1.m3u8?key=txiptv
广州综合,http://113.98.122.166:9901/tsfile/live/1061_1.m3u8?key=txiptv
广州新闻,http://113.98.122.166:9901/tsfile/live/1062_1.m3u8?key=txiptv
广州影院,http://113.98.122.166:9901/tsfile/live/1063_1.m3u8?key=txiptv
广州法治,http://113.98.122.166:9901/tsfile/live/1064_1.m3u8?key=txiptv
潮州民生,http://113.98.122.166:9901/tsfile/live/1065_1.m3u8?key=txiptv
现代教育,http://113.98.122.166:9901/tsfile/live/1066_1.m3u8?key=txiptv
广东移动,http://113.98.122.166:9901/tsfile/live/1067_1.m3u8?key=txiptv
湖南卫视,http://113.98.122.166:9901/tsfile/live/1020_1.m3u8?key=txiptv
浙江卫视,http://113.98.122.166:9901/tsfile/live/1021_1.m3u8?key=txiptv
江苏卫视,http://113.98.122.166:9901/tsfile/live/1022_1.m3u8?key=txiptv
东方卫视,http://113.98.122.166:9901/tsfile/live/1023_1.m3u8?key=txiptv
安徽卫视,http://113.98.122.166:9901/tsfile/live/1024_1.m3u8?key=txiptv
北京卫视,http://113.98.122.166:9901/tsfile/live/1025_1.m3u8?key=txiptv
天津卫视,http://113.98.122.166:9901/tsfile/live/1026_1.m3u8?key=txiptv
山东卫视,http://113.98.122.166:9901/tsfile/live/1027_1.m3u8?key=txiptv
江西卫视,http://113.98.122.166:9901/tsfile/live/1028_1.m3u8?key=txiptv
深圳卫视,http://113.98.122.166:9901/tsfile/live/1029_1.m3u8?key=txiptv
湖北卫视,http://113.98.122.166:9901/tsfile/live/1030_1.m3u8?key=txiptv
辽宁卫视,http://113.98.122.166:9901/tsfile/live/1031_1.m3u8?key=txiptv
黑龙江视,http://113.98.122.166:9901/tsfile/live/1032_1.m3u8?key=txiptv
贵州卫视,http://113.98.122.166:9901/tsfile/live/1033_1.m3u8?key=txiptv
四川卫视,http://113.98.122.166:9901/tsfile/live/1034_1.m3u8?key=txiptv
河南卫视,http://113.98.122.166:9901/tsfile/live/1035_1.m3u8?key=txiptv
云南卫视,http://113.98.122.166:9901/tsfile/live/1036_1.m3u8?key=txiptv
重庆卫视,http://113.98.122.166:9901/tsfile/live/1037_1.m3u8?key=txiptv
河北卫视,http://113.98.122.166:9901/tsfile/live/1038_1.m3u8?key=txiptv
东南卫视,http://113.98.122.166:9901/tsfile/live/1039_1.m3u8?key=txiptv
广西卫视,http://113.98.122.166:9901/tsfile/live/1040_1.m3u8?key=txiptv
卡酷动画,http://113.98.122.166:9901/tsfile/live/1068_1.m3u8?key=txiptv
金鹰卡通,http://113.98.122.166:9901/tsfile/live/1069_1.m3u8?key=txiptv
炫动卡通,http://113.98.122.166:9901/tsfile/live/1070_1.m3u8?key=txiptv
优漫卡通,http://113.98.122.166:9901/tsfile/live/1071_1.m3u8?key=txiptv
嘉佳卡通,http://113.98.122.166:9901/tsfile/live/1072_1.m3u8?key=txiptv

🏆咪咕体育👉全网,#genre#
咪咕直播_1「IPV6」,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225611/index.m3u8
咪咕直播_2「IPV6」,http://[2409:8087:1a01:df::4005]/PLTV/88888888/224/3221225613/index.m3u8
咪咕直播_3「IPV6」,http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225619/index.m3u8
咪咕直播_4「IPV6」,http://[2409:8087:1a01:df::4058]/PLTV/88888888/224/3221225620/index.m3u8
咪咕直播_5「IPV6」,http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225639/index.m3u8
咪咕直播_6「IPV6」,http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225641/index.m3u8
咪咕直播_7「IPV6」,http://[2409:8087:1a01:df::4011]/PLTV/88888888/224/3221225643/index.m3u8
咪咕直播_8「IPV6」,http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225645/index.m3u8
咪咕直播_9「IPV6」,http://[2409:8087:1a01:df::4016]/PLTV/88888888/224/3221225647/index.m3u8
咪咕直播_10「IPV6」,http://[2409:8087:1a01:df::4022]/PLTV/88888888/224/3221225648/index.m3u8
咪咕直播_11「IPV6」,http://[2409:8087:1a01:df::4003]/PLTV/88888888/224/3221225649/index.m3u8
咪咕直播_12「IPV6」,http://[2409:8087:1a01:df::4003]/PLTV/88888888/224/3221225650/index.m3u8
咪咕直播_13「IPV6」,http://[2409:8087:1a01:df::4014]/PLTV/88888888/224/3221225652/index.m3u8
咪咕直播_14「IPV6」,http://[2409:8087:1a01:df::4013]/PLTV/88888888/224/3221225653/index.m3u8
咪咕直播_15「IPV6」,http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225654/index.m3u8
咪咕直播_16「IPV6」,http://[2409:8087:1a01:df::4019]/PLTV/88888888/224/3221225658/index.m3u8
咪咕直播_17「IPV6」,http://[2409:8087:1a01:df::4012]/PLTV/88888888/224/3221225660/index.m3u8
咪咕直播_18「IPV6」,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225662/index.m3u8
咪咕直播_19「IPV6」,http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221225733/index.m3u8
咪咕直播_20「IPV6」,http://[2409:8087:1a01:df::4048]/PLTV/88888888/224/3221225735/index.m3u8
咪咕直播_21「IPV6」,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225737/index.m3u8
咪咕直播_22「IPV6」,http://[2409:8087:1a01:df::4074]/PLTV/88888888/224/3221225739/index.m3u8
咪咕直播_23「IPV6」,http://[2409:8087:1a01:df::4030]/PLTV/88888888/224/3221225754/index.m3u8
咪咕直播_24「IPV6」,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225756/index.m3u8
咪咕直播_25「IPV6」,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225758/index.m3u8
咪咕直播_26「IPV6」,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225760/index.m3u8
咪咕直播_27「IPV6」,http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225895/index.m3u8
咪咕直播_28「IPV6」,http://[2409:8087:1a01:df::4028]/PLTV/88888888/224/3221225897/index.m3u8
咪咕直播_29「IPV6」,http://[2409:8087:1a01:df::4061]/PLTV/88888888/224/3221225899/index.m3u8
咪咕直播_30「IPV6」,http://[2409:8087:1a01:df::4009]/PLTV/88888888/224/3221225901/index.m3u8
咪咕直播_31「IPV6」,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225903/index.m3u8
咪咕直播_32「IPV6」,http://[2409:8087:1a01:df::4051]/PLTV/88888888/224/3221225905/index.m3u8
咪咕直播_33「IPV6」,http://[2409:8087:1a01:df::4055]/PLTV/88888888/224/3221225910/index.m3u8
咪咕直播_34「IPV6」,http://[2409:8087:1a01:df::4076]/PLTV/88888888/224/3221225912/index.m3u8
咪咕直播_35「IPV6」,http://[2409:8087:1a01:df::4027]/PLTV/88888888/224/3221225914/index.m3u8
咪咕直播_36「IPV6」,http://[2409:8087:1a01:df::4068]/PLTV/88888888/224/3221226031/index.m3u8
咪咕直播_37「IPV6」,http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221226046/index.m3u8
咪咕直播_38「IPV6」,http://[2409:8087:1a01:df::4041]/PLTV/88888888/224/3221226053/index.m3u8

🏆体育频道👉全网,#genre#
纬来篮球,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
纬来篮球,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来篮球,https://epg.pw/stream/65161be2ecd7c7b2e054dbac30922b2673b4eff6497b77c71bb81215aa826cc4.m3u8
纬来篮球,http://50.7.238.114:8278/videolandsport/playlist.m3u8?tid=MD2D5343800653438006&ct=19234&tsum=1be724fb8246abfedaf2bd088ec98f03
纬来篮球,rtmp://f13h.mine.nu/sat/tv721
广东体育,http://play.sportsteam363.com/play/wen.php?id=vl&id2=
广东体育,http://dp.sxtv.top:88/live/yfy.php?id=34
广东体育,http://218.18.4.72:8888/rtp/239.77.0.112:5146?Cf=cfss.cc
广东体育,http://113.98.122.166:9901/tsfile/live/1057_1.m3u8?key=txiptv
广东体育,http://115.45.102.23:8888/udp/239.77.0.168:5146
广东体育,http://rfx2018.55555.io:2345/udp/239.77.0.112:5146
广东体育,http://171.108.239.95:8181/tsfile/live/1004_1.m3u8
爱尔达台2,http://50.7.238.114:8278/eltasport2_twn/playlist.m3u8?tid=MD4D4246152342461523&ct=19830&tsum=925798a77e991ace9510795f9163fb3a
爱尔达台3,http://50.7.238.114:8278/eltasport3_twn/playlist.m3u8?tid=MF2F4660838146608381&ct=19830&tsum=1c747f8aac8cec498b144152f8500c43
CBA体育,http://live-cmvideo.cmread.com:80/migu/lunbo/cba/57/20230310/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=261360ecdd41429ba089515be68c33d9
咪咕体育,http://live-cmvideo.cmread.com:80/wd_r2/virtuallive/tysy201903/150/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d71afdb4433cfb1ced90779b543d1dee
足球频道,http://live-cmvideo.cmread.com:80/migu/lunbo/eufootball/57/20230310/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=da834f97e3c8832f6fd8f2be9ba16464
足球联赛,http://live-cmvideo.cmread.com:80/migu/lunbo/wudaliansai/57/20230310/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=37390fe8508db105ef85c897db9015f6
精品体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225674/1.m3u8
精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
新视觉台,http://dp.sxtv.top:88/live/bestv.php?id=xsj
魅力足球,http://dp.sxtv.top:88/live/bestv.php?id=mlzq
魅力足球,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43083/index.m3u8
魅力足球,http://dp.sxtv.top:88/live/yfy.php?id=43083
劲爆体育,http://dp.sxtv.top:88/live/bestv.php?id=jbty
劲爆体育,http://dp.sxtv.top:88/live/yfy.php?id=43084
劲爆体育,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43084/index.m3u8
劲爆体育,http://dp.sxtv.top:88/live/yfy.php?id=43038
劲爆体育,http://sunny2017.forver.one:31115/stream/channelid/1563275784?profile=pass
天津体育,http://mywlkj.ddns.net:754/tv/tjlt.php?id=21
now体育,http://mtw.so/62SxG4
ELEVEN1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2,rtmp://f13h.mine.nu/sat/tv741
Qtv5体育,http://112.6.117.141:9901/tsfile/live/1056_1.m3u8
羽毛球台,http://61.178.184.39:8029/rtp/239.255.29.31:8231?Cf=cfss.cc
先锋乒羽,http://opdf.top:8088/rtp/239.81.0.236:4056
先锋乒羽,http://222.209.49.12:8088/rtp/239.93.42.56:5140
先锋乒羽,http://221.198.174.113:8888/rtp/225.1.1.219:5002?Cf=cfss.cc
先锋乒羽,http://sunny2017.forver.one:31115/stream/channelid/1504810567?profile=pass
CCTV-05,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-05,,http://hikvision.city:880/CCTV-5.m3u8
CCTV+5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
五星体育,http://dp.sxtv.top:88/live/bestv.php?id=wxty
五星体育,http://61.173.95.181:4022/rtp/239.45.3.210:5140?Cf=cfss.cc
五星体育,http://116.232.119.137:8888/rtp/239.45.3.210:5140?Cf=cfss.cc
风云足球,http://119.54.12.35:9999/hls/77/index.m3u8
央视台球,http://119.54.12.35:9999/hls/78/index.m3u8
高尔夫球,http://119.54.12.35:9999/hls/89/index.m3u8
游戏风云,http://61.173.95.181:4022/rtp/239.45.3.131:5140?Cf=cfss.cc
麻辣体育,http://182.138.136.195:4455/rtp/239.93.42.2:5140?Cf=cfss.cc
ELEv体育,http://50.7.238.114:8278/golfchannel_twn/playlist.m3u8?tid=MFBF2798068027980680&ct=18393&tsum=d8204023f67120512c75a8882f121120
RedBullTV,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
功夫IPV6,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
格斗频道,http://live-cmvideo.cmread.com:80/migu/lunbo/ufc/57/20230310/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=de66cc31b2e686e8503003557c03ec69
美国摔跤,https://d2p372oxiwmcn1.cloudfront.net:443/hls/1080p/playlist.m3u8
斗地主台,http://live-cmvideo.cmread.com:80/wd_r4/virtuallive/5101059662/150/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=86ee7113f215743d9b9272c072214c3c
JJ斗地主,http://159.75.85.63:35455/douyu/488743
JJ斗地主,http://openhls-tct.douyucdn2.cn:80/dyliveflv1a/488743rAHScWyyII_2000.m3u8
JJ斗地主,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.flv?wsAuth=fd695c444eeee99cc6122ed396c805ba&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
王者荣耀,http://tc-tct.douyucdn2.cn/dyliveflv1a/1863767rkpl2_2000p.flv?wsAuth=f73077d85e523eb95b6ce1ea3581b46b&token=cpn-androidmpro-0-1863767-7b520f6fe0a2b18db3c111c4e3c14350afd2dcaf43d0ef60&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
穿越火线,http://tc-tct.douyucdn2.cn:80/dyliveflv1/605964rzzgGEOZHr.flv?wsAuth=43ef2d796067cbec9c238c73235a1005&token=cpn-androidmpro-0-605964-b9be22700076c085e82232beb0fbe7838e28994acafb3964&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
穿越火线,http://112.83.136.141:80/live/605964rzzgGEOZHr.flv?302_type=cold_aggr&_session_id=2376164747.n.cn-069f7p.14re_26504&cb_retry=0&did=d010b07dcb997ada9934081c873542f0&domain=tc-tct.douyucdn2.cn&expire=0&fp_user_url=http%3A%2F%2Ftc-tct.douyucdn2.cn%2Fdyliveflv1%2F605964rzzgGEOZHr.flv%3FwsAuth%3D43ef2d796067cbec9c238c73235a1005%26token%3Dcpn-androidmpro-0-605964-b9be22700076c085e82232beb0fbe7838e28994acafb3964%26logo%3D0%26expire%3D0%26did%3Dd010b07dcb997ada9934081c873542f0%26origin%3Dtct%26vhost%3Dplay1&logo=0&manage_ip=&mir=true&node_id=&origin=tct&pro_type=http&redirect_from=pod.cn-069f7p.14re.nss&token=cpn-androidmpro-0-605964-b9be22700076c085e82232beb0fbe7838e28994acafb3964&vhost=tc-tct.douyucdn2.cn&wsAuth=43ef2d796067cbec9c238c73235a1005
跑跑卡丁车,http://tc-tct.douyucdn2.cn/dyliveflv1a/6672862r90xSwiRP_2000.flv?wsAuth=1c2c516dd80b1193241687841f128073&token=cpn-androidmpro-0-6672862-ee6297daa5d07f3494aad175947a679df4184f7934380258&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2

🎬电影频道👉全网,#genre#
邵氏影院@代,http://159.75.85.63:35455/douyu/4246519
邵氏影院@代,https://www.goodiptv.club/douyu/4246519
邵氏影院@代,http://huanqiuzhibo.cn/manifest/douyu.php?id=4246519
邵氏影院@代,http://www.goodiptv.club/douyu/4246519
重温经典频道,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv 
经典电影频道,https://ali.hlspull.yximgs.com/live/asdfg32522.flv 
经典影院频道,https://ali.hlspull.yximgs.com/live/asdfg32516.flv 
经典功夫频道,http://cfss.cc/cdn/yy/1355002394.flv
龙腾功夫频道,http://cfss.cc/cdn/yy/1356261006.flv
星光影院@代,http://dp.sxtv.top:88/live/bestv.php?id=xgyy
龙祥电影频道,http://hikvision.city:880/lsmovie.m3u8
美亚电影频道,http://50.7.238.114:8278/meiyamovie_twn/playlist.m3u8?tid=MFDF1487660014876600&ct=19830&tsum=a6530c20810df67bcf4599ff986cc89b
龙华洋片频道,http://50.7.238.114:8278/lunghuawestern_twn/playlist.m3u8?tid=MDED1127541011275410&ct=19830&tsum=66a80f2a0cc8adeaed17db461eca3a08
东森洋片频道,http://50.7.238.114:8278/ettvwestern/playlist.m3u8?tid=MB9B9255988792559887&ct=19830&tsum=bf9f915a824b6dbe91780e38d51a65a8
AXN影院频道,http://50.7.238.114:8278/axn_twn/playlist.m3u8?tid=MD5D4695401646954016&ct=19830&tsum=effa18e7e207376fd5679676c90a9e82
好莱坞电影台,http://50.7.238.114:8278/hollywoodmovies_twn/playlist.m3u8?tid=MF4F4284606442846064&ct=19830&tsum=0b42127d4e34f89ec9bfd108b809ce25
靖天卡通频道,http://50.7.238.114:8278/jingtiancartoon_twn/playlist.m3u8?tid=MD0D7590038975900389&ct=19830&tsum=747892a20f62244e5c6ecffd78b41273
谍战剧场@代,http://dp.sxtv.top:88/live/bestv.php?id=dzjc
华语影院@代,http://dp.sxtv.top:88/live/bestv.php?id=hyyy
全球大片@代,http://dp.sxtv.top:88/live/bestv.php?id=qqdp
热门剧场@代,http://dp.sxtv.top:88/live/bestv.php?id=rmjc
经典影院@代,http://ali.hlspull.yximgs.com/live/asdfg32516.flv
林正英频道台,https://hw.flv.huya.com:443/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.flv?ctype=tars_mp&exsphd=264_500%2C264_2000%2C264_4000%2C264_6000%2C264_8000%2C&fs=bgct&seqid=3180385652194&sphd=264_%2A-265_%2A&sphdDC=huya&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sv=2024041407&t=102&uid=1467335576631&uuid=648783758&ver=1&wsSecret=3d15c69c32f4799d20a00e41bdbf0831&wsTime=661b663b
香港电影频道,http://live-cmvideo.cmread.com:80/wd_r2/virtuallive/5100180869/150/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=a78e73c9d50f677a369a589aace6f489
周星驰影@代,http://223.109.210.49/txdirect.flv.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.flv
超级电影@代,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
中国功夫@代,http://[2409:8087:1a0b:df::4001]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
重温经典@代,http://43.141.130.51/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225563/index.m3u8
重温经典@代,http://43.141.130.33/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225563/index.m3u8
重温经典@代,http://sunny2017.forver.one:31115/stream/channelid/404551881?profile=pass
经典功夫@代,http://43.138.170.29:35455/yy/1355002394
新白娘子传奇,http://43.138.170.29:35455/yy/1354930969
新白娘子传奇,https://live.metshop.top/yy/1354490667
新白娘子传奇,https://lunbo.freetv.top/yy/1354930969
新白娘子修复,https://live.metshop.top/yy/1354930969
喜剧电影频道,http://159.75.85.63:35455/douyu/9292492
喜剧电影频道,http://43.138.170.29:35455/douyu/9292492
金马影院@代,http://tvbox6.com/tv/yximgs.php?id=65
东森电影@代,http://50.7.238.114:8278/ettvmovie/playlist.m3u8?tid=MBDB9268852192688521&ct=19254&tsum=7514b50ebc2e4b06f2e402578d0ac996
网神影厅@代,https://www.goodiptv.club/douyu/508118
1905电影频道,https://hlslive.1905.com/live/LIVENCOI8M4RGOOJ9/index.m3u8?tm=1713585901&sign=06c40b82447ae72f0bfd3dc310363405
1905电影(亚洲),http://xxw.me0.cn/1905dy.php?id=1905a
1905电影(国际),http://xxw.me0.cn/1905dy.php?id=1905b
斗鱼4K影@代,http://mmitv.top/test/douyu.php?id=9249162
斗鱼4K影@代,http://159.75.85.63:35455/douyu/9249162
重温经典@代,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
北京淘精彩,http://218.241.192.50:8808/udp/239.3.1.178:8001
北京萌宠TV,http://218.241.192.50:8808/udp/239.3.1.102:8001
北京淘Baby,http://218.241.192.50:8808/udp/239.3.1.238:8001
北京淘剧场,http://218.241.192.50:8808/udp/239.3.1.95:8001
北京淘电影,http://218.241.192.50:8808/udp/239.3.1.250:8001
北京淘娱乐,http://218.241.192.50:8808/udp/239.3.1.100:8001
电影星爷@代,http://cfss.cc/cdn/hy/11342412.flv
周星驰典@代,http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu_2000.m3u8
绝版电影@代,https://lunbo.freetv.top/yy/1455988450
绝版电影@部,https://lunbo.freetv.top/yy/1355263385
特辑电影@代,https://www.goodiptv.club/douyu/3637778
功夫电影@代,http://tvbox6.com/tv/yximgs.php?id=68
经典功夫@代,https://lunbo.freetv.top/yy/1355002394
超级电影ipv6,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
军旅剧场ipv6,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
海外剧场ipv6,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
